FECHA;CODIGO;NUMERO;MESA;OPERADOR;ESTADO;TIEMPO_ATENCION;TIEMPO_ESPERA;HORA_INGRESO;HORA_INICIO;HORA_FIN;KARDEX;CELULAR;SUCURSAL
5/3/2025;MC;1;P  17;ventanilla 17;atendido;01:07:54;00:03:29;08:26:48;08:30:17;09:38:11;0;;Cochabamba - 01
5/3/2025;MC;3;P  19;ventanilla 19;atendido;00:01:12;00:01:53;08:57:51;08:59:44;09:00:56;0;;Cochabamba - 01
5/3/2025;MC;2;P  20;ventanilla 16;atendido;00:17:09;00:18:04;08:29:09;08:47:13;09:04:22;0;;Cochabamba - 01
5/3/2025;MC;3;P  17;ventanilla 17;atendido;00:36:57;00:37:16;09:00:56;09:38:12;10:15:09;0; ;Cochabamba - 01
5/3/2025;OC;1;P  18;ventanilla 18;atendido;00:00:11;00:00:42;09:13:42;09:14:24;09:14:35;0;;Cochabamba - 01
5/3/2025;OC;1;P  22;ventanilla 22;atendido;00:14:57;00:00:17;09:14:35;09:14:52;09:29:49;0; ;Cochabamba - 01
5/3/2025;QC;1;P  24;ventanilla 24;atendido;00:31:57;00:00:15;09:51:26;09:51:41;10:23:38;0;;Cochabamba - 01
5/3/2025;AC;4;V  2;ventanilla 2;atendido;00:04:14;00:00:21;09:49:00;09:49:21;09:53:35;0;;Cochabamba - 01
5/3/2025;AC;1;V  5;ventanilla 5;atendido;00:02:50;00:00:23;09:11:27;09:11:50;09:14:40;0;;Cochabamba - 01
5/3/2025;AC;2;V  5;ventanilla 5;atendido;00:04:01;00:01:03;09:29:22;09:30:25;09:34:26;0;;Cochabamba - 01
5/3/2025;AC;3;V  5;ventanilla 5;atendido;00:05:45;00:01:16;09:47:47;09:49:03;09:54:48;0;;Cochabamba - 01
5/3/2025;GC;1;C  30;ventanilla 30;atendido;01:00:24;00:00:55;10:31:34;10:32:29;11:32:53;0;;Cochabamba - 01
5/3/2025;MC;5;P  17;ventanilla 17;atendido;00:12:07;00:01:07;10:16:05;10:17:12;10:29:19;0;;Cochabamba - 01
5/3/2025;MC;6;P  17;ventanilla 17;atendido;00:25:58;00:08:16;10:21:05;10:29:21;10:55:19;0;;Cochabamba - 01
5/3/2025;MC;4;P  19;ventanilla 19;atendido;00:11:53;00:00:20;10:04:04;10:04:24;10:16:17;0;;Cochabamba - 01
5/3/2025;RC;1;P  22;ventanilla 22;atendido;00:03:59;00:00:33;10:42:38;10:43:11;10:47:10;0;;Cochabamba - 01
5/3/2025;QC;2;P  24;ventanilla 24;atendido;00:27:42;00:02:25;10:44:18;10:46:43;11:14:25;0;;Cochabamba - 01
5/3/2025;AC;5;V  5;ventanilla 5;atendido;00:01:17;00:00:57;10:15:01;10:15:58;10:17:15;0;;Cochabamba - 01
5/3/2025;AC;6;V  5;ventanilla 5;atendido;00:00:42;00:02:36;10:21:19;10:23:55;10:24:37;0;;Cochabamba - 01
5/3/2025;AC;7;V  5;ventanilla 5;atendido;00:03:07;00:01:35;10:23:03;10:24:38;10:27:45;0;;Cochabamba - 01
5/3/2025;AC;8;V  5;ventanilla 5;atendido;00:03:36;00:03:20;10:24:26;10:27:46;10:31:22;0;;Cochabamba - 01
5/3/2025;AC;9;V  5;ventanilla 5;atendido;00:05:12;00:03:27;10:27:56;10:31:23;10:36:35;0;;Cochabamba - 01
5/3/2025;HC;1;C  30;ventanilla 30;atendido;00:00:07;00:30:14;11:02:40;11:32:54;11:33:01;0;;Cochabamba - 01
5/3/2025;GC;2;C  30;ventanilla 30;atendido;00:36:14;00:07:48;11:25:19;11:33:07;12:09:21;0;;Cochabamba - 01
5/3/2025;MP;1;P  17;ventanilla 17;atendido;00:00:55;00:12:19;11:03:55;11:16:14;11:17:09;0; ;Cochabamba - 01
5/3/2025;MC;9;P  17;ventanilla 17;atendido;02:27:07;00:00:18;11:16:52;11:17:10;13:44:17;0;;Cochabamba - 01
5/3/2025;MC;8;P  19;ventanilla 19;atendido;00:19:46;00:00:32;11:12:57;11:13:29;11:33:15;0;;Cochabamba - 01
5/3/2025;MC;10;P  19;ventanilla 19;atendido;00:17:27;00:01:55;11:45:17;11:47:12;12:04:39;0;;Cochabamba - 01
5/3/2025;MP;1;P  20;ventanilla 16;atendido;00:01:10;00:02:40;11:00:05;11:02:45;11:03:55;0;;Cochabamba - 01
5/3/2025;MC;7;P  20;ventanilla 16;atendido;00:32:04;00:02:45;11:01:14;11:03:59;11:36:03;0;;Cochabamba - 01
5/3/2025;AC;10;V  1;ventanilla 1;atendido;00:25:03;00:00:22;11:07:02;11:07:24;11:32:27;0;;Cochabamba - 01
5/3/2025;AC;13;V  1;ventanilla 1;atendido;00:06:36;00:00:22;11:32:10;11:32:32;11:39:08;0;;Cochabamba - 01
5/3/2025;AC;14;V  1;ventanilla 1;atendido;00:11:18;00:00:16;11:45:01;11:45:17;11:56:35;0;;Cochabamba - 01
5/3/2025;AC;11;V  2;ventanilla 2;atendido;00:36:46;00:05:44;11:15:56;11:21:40;11:58:26;0;;Cochabamba - 01
5/3/2025;CC;1;V  5;ventanilla 5;atendido;00:21:47;00:02:36;11:51:21;11:53:57;12:15:44;0;;Cochabamba - 01
5/3/2025;AP;1;V  5;ventanilla 5;atendido;00:03:15;00:01:16;11:05:20;11:06:36;11:09:51;0;;Cochabamba - 01
5/3/2025;AC;12;V  5;ventanilla 5;atendido;00:06:27;00:00:33;11:22:12;11:22:45;11:29:12;0;;Cochabamba - 01
